-5.00000e-01,0.024
-4.99990e-01,0.016
-4.99980e-01,0.024
-4.99970e-01,0.024
-4.99960e-01,0.024
-4.99950e-01,0.036
-4.99940e-01,0.024
-4.99930e-01,0.02
-4.99920e-01,0.016
-4.99910e-01,0.02
-4.99900e-01,0.024
-4.99890e-01,0.02
-4.99880e-01,0.02
-4.99870e-01,0.02
-4.99860e-01,0.02
-4.99850e-01,0.016
-4.99840e-01,0.024
-4.99830e-01,0.024
-4.99820e-01,0.02
-4.99810e-01,0.016
-4.99800e-01,0.024
-4.99790e-01,0.024
-4.99780e-01,0.028
-4.99770e-01,0.032
-4.99760e-01,0.028
-4.99750e-01,0.024
-4.99740e-01,0.024
-4.99730e-01,0.024
-4.99720e-01,0.024
-4.99710e-01,0.028
-4.99700e-01,0.032
-4.99690e-01,0.02
-4.99680e-01,0.024
-4.99670e-01,0.024
-4.99660e-01,0.028
-4.99650e-01,0.024
-4.99640e-01,0.028
-4.99630e-01,0.024
-4.99620e-01,0.024
-4.99610e-01,0.016
-4.99600e-01,0.028
-4.99590e-01,0.032
-4.99580e-01,0.016
-4.99570e-01,0.02
-4.99560e-01,0.036
-4.99550e-01,0.008
-4.99540e-01,0.024
-4.99530e-01,0.012
-4.99520e-01,0.016
-4.99510e-01,0.024
-4.99500e-01,0.028
-4.99490e-01,0.016
-4.99480e-01,0.016
-4.99470e-01,0.028
-4.99460e-01,0.024
-4.99450e-01,0.02
-4.99440e-01,0.032
-4.99430e-01,0.028
-4.99420e-01,0.032
-4.99410e-01,0.02
-4.99400e-01,0.024
-4.99390e-01,0.02
-4.99380e-01,0.02
-4.99370e-01,0.016
-4.99360e-01,0.04
-4.99350e-01,0.016
-4.99340e-01,0.024
-4.99330e-01,0.024
-4.99320e-01,0.032
-4.99310e-01,0.032
-4.99300e-01,0.028
-4.99290e-01,0.028
-4.99280e-01,0.028
-4.99270e-01,0.036
-4.99260e-01,0.028
-4.99250e-01,0.008
-4.99240e-01,0.024
-4.99230e-01,0.024
-4.99220e-01,0.02
-4.99210e-01,0.024
-4.99200e-01,0.024
-4.99190e-01,0.02
-4.99180e-01,0.016
-4.99170e-01,0.024
-4.99160e-01,0.024
-4.99150e-01,0.024
-4.99140e-01,0.028
-4.99130e-01,0.016
-4.99120e-01,0.016
-4.99110e-01,0.028
-4.99100e-01,0.024
-4.99090e-01,0.012
-4.99080e-01,0.028
-4.99070e-01,0.02
-4.99060e-01,0.012
-4.99050e-01,0.024
-4.99040e-01,0.024
-4.99030e-01,0.016
-4.99020e-01,0.028
-4.99010e-01,0.028
-4.99000e-01,0.032
-4.98990e-01,0.024
-4.98980e-01,0.032
-4.98970e-01,0.024
-4.98960e-01,0.028
-4.98950e-01,0.024
-4.98940e-01,0.024
-4.98930e-01,0.024
-4.98920e-01,0.024
-4.98910e-01,0.032
